ID,NAME,POS,TEAM,ORG,LEAGUE,LEVEL,AGE,CURRENT,POTENTIAL,PITCH DIFF CURRENT,PITCH DIFF POT,BAT DIFF CURRENT,BAT DIF POT,START OVR CUR,START OVR POT,RELIEF OVR CUR,RELIEF OVR POT,BAT OVR CUR,BAT OVR POT,START BASE CUR,START INDIV CUR,START BASE POT, START INDIV POT,RELIEF BASE CUR,RELIEF INDIV CUR,RELIEF BASE POT,RELIEF INDIV POT,BAT HIT CUR,BAT FIELD CUR,BAT HIT POT,BAT FIELD POT,BATTER WAR,PITCHER WAR,MLB YEARS,WORK ETHIC,INTELLIGENCE,LEADER,GREED,LOYALTY,PERSONALITY
37041,Randy Crittendon,SP,Colorado Springs,Colorado,PCL,AAA,26,1.5,2.0,0,-1,0,0,86,92,75,87,0,0,65,62,69,82,58,62,67,82,0,0,0,0,-100,-100,0,High,Normal,High,Normal, High,Captain
37042,Jason Vargas,SP,-,-,-,-,21,0.5,0.5,3,2,0,0,32,69,12,50,0,0,10,14,50,34,-10,14,34,34,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
37043,Ken Bernard,CF,Boise,Chicago,NWL,A-,21,0.5,1.5,0,0,0,0,0,0,0,0,74,83,0,0,0,0,0,0,0,0,62,120,74,120,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
37044,Tom Rigsby,C,-,-,-,-,21,0.5,1.0,0,0,0,0,0,0,0,0,62,91,0,0,0,0,0,0,0,0,24,113,62,113,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
37046,Stephen Baker,SP,-,-,-,-,22,0.5,1.5,0,0,0,0,33,67,15,50,0,0,9,28,42,67,-11,28,24,67,0,0,0,0,-100,-100,0,High,Low,Normal,Normal, Normal,Unknown
37047,Quincy Fletcher,RP,Peoria,Chicago,MID,A,25,0.5,2.0,0,3,0,0,71,104,68,105,0,0,49,60,81,94,49,60,87,94,0,0,0,0,-100,-100,0,Normal,High,Normal,Normal, Normal,Normal
37048,Sergio Germán,SP,Brooklyn,New York,NYP,A-,22,0.5,1.5,0,1,0,0,60,86,52,84,0,0,39,39,63,79,35,39,64,79,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
37050,Sergio Martínez,SP,-,-,-,-,22,0.5,0.5,0,0,0,0,16,51,-1,30,0,0,-9,19,30,26,-30,19,10,26,0,0,0,0,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unknown
37051,Arthur Burke,SP,-,-,-,-,21,0.5,0.5,1,0,0,0,24,62,9,44,0,0,1,13,46,17,-13,13,32,17,0,0,0,0,-100,-100,0,High,Low,Normal,Low, Normal,Unknown
37052,Michael McMillan,3B,-,-,-,-,21,0.5,0.5,0,0,1,0,0,0,0,0,41,71,0,0,0,0,0,0,0,0,27,122,64,122,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
37053,Brian Barnes,RF,Lowell,Boston,NYP,A-,22,0.5,1.5,0,0,2,0,0,0,0,0,68,81,0,0,0,0,0,0,0,0,65,108,80,108,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
37054,Troy Day,LF,Columbia,Carolina,SOU,A,22,0.5,2.0,0,0,2,0,0,0,0,0,87,96,0,0,0,0,0,0,0,0,89,76,100,76,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
37055,Waylon Becker,SP,-,-,-,-,17,0.5,0.5,0,0,0,0,6,52,-15,32,0,0,-19,10,28,48,-45,10,5,48,0,0,0,0,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unknown
37056,Richard Green,SP,-,-,-,-,22,0.5,0.5,0,0,0,0,16,48,-2,29,0,0,-9,17,24,39,-30,17,5,39,0,0,0,0,-100,-100,0,Normal,Normal,High,Normal, Normal,Unknown
37060,Malcolm Bowling,SP,-,-,-,-,22,0.5,0.5,0,-1,0,0,23,45,5,34,0,0,-1,22,19,51,-21,22,7,51,0,0,0,0,-100,-100,0,Low,Low,Normal,Normal, Normal,Unknown
37063,Johnny Humphrey,SS,Tri-City,Houston,NYP,A-,21,1.5,2.0,0,0,2,0,0,0,0,0,81,86,0,0,0,0,0,0,0,0,60,153,68,153,-100,-100,0,Normal,Low,High,Low, Normal,Captain
37066,Matt Allen,RP,-,-,-,-,24,0.5,0.5,-1,0,0,0,56,79,39,68,0,0,36,28,57,62,21,28,49,62,0,0,0,0,-100,-100,0,Normal,Normal,Low,High, Low,Selfish
37067,Luis Torres,RP,Vancouver,Oakland,NWL,A-,21,0.5,0.5,1,1,0,0,67,79,65,89,0,0,40,82,47,121,39,82,57,121,0,0,0,0,-100,-100,0,High,Normal,Normal,Low, Normal,Humble
37068,ED ESCALANTE,SP,South Carolina,Detroit,NYP,A-,22,1.5,2.0,0,1,0,0,64,83,47,66,0,0,45,28,65,45,32,28,52,45,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, High,Normal
37069,Mike Thomas,SP,Thunder Bay,Miami,NYP,A-,21,1.5,1.5,0,0,0,0,67,90,54,74,0,0,46,47,72,53,35,47,60,53,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Low,Normal
37070,Tom Newton,C,Mahoning Valley,Cleveland,NYP,A-,22,0.5,2.0,0,0,3,0,0,0,0,0,70,93,0,0,0,0,0,0,0,0,38,104,68,104,-100,-100,0,High,Normal,Normal,Normal, High,Unknown
37071,Ken Reynolds,1B,Springfield,St. Louis,TEX,AA,21,0.5,2.0,0,0,1,0,0,0,0,0,73,97,0,0,0,0,0,0,0,0,73,67,99,67,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
37072,Todd Fisher,1B,Langhorne,San Diego,GCL,R,21,0.5,1.5,0,0,3,0,0,0,0,0,68,91,0,0,0,0,0,0,0,0,66,79,91,79,-100,-100,0,Normal,Normal,High,Normal, Normal,Normal
37073,Bob Williams,SP,Great Falls,Chicago,NWL,A-,24,1.5,2.0,1,1,0,0,70,77,64,69,0,0,46,71,52,78,40,71,45,78,0,0,0,0,-100,-100,0,Low,Normal,Normal,Low, Normal,Normal
37074,Michael Garrett,3B,Pulaski,Seattle,APP,R,21,0.5,0.5,0,0,2,0,0,0,0,0,68,80,0,0,0,0,0,0,0,0,59,130,74,130,-100,-100,0,Low,Normal,Low,High, Low,Disruptive
37075,Dwight Scott,RP,Trenton,New York,EL,AA,24,2.0,2.5,2,2,0,0,86,102,85,103,0,0,58,108,74,121,56,108,76,121,0,0,0,0,-100,-100,0,Low,Low,Normal,Normal, Normal,Outspoken
37076,John Fuentes,RP,Durham,Tampa Bay,IL,AAA,24,1.5,1.5,0,-1,0,0,83,86,72,79,0,0,60,71,64,71,51,71,60,71,0,0,0,0,-100,-100,0,Normal,High,Normal,Normal, Normal,Normal
37077,John Taylor,RF,Southern Maryland,Carolina,APP,R,22,0.5,1.5,0,0,1,0,0,0,0,0,63,82,0,0,0,0,0,0,0,0,54,131,77,131,-100,-100,0,Low,Normal,Normal,Normal, Normal,Normal
37079,Juan Quiñones,CF,-,-,-,-,23,2.0,2.0,0,0,-1,-1,0,0,0,0,90,90,0,0,0,0,0,0,0,0,78,133,78,133,-100,-100,0,Normal,High,Normal,Normal, High,Normal
37080,Richard Gibbons,CF,-,-,-,-,22,0.5,0.5,0,0,0,-1,0,0,0,0,50,65,0,0,0,0,0,0,0,0,35,101,57,101,-100,-100,0,Normal,High,Normal,Normal, Normal,Unknown
37081,Chris Butc,SP,Colorado Springs,Colorado,PCL,AAA,25,2.0,2.5,0,2,0,0,86,92,81,92,0,0,65,68,68,83,64,68,73,83,0,0,0,0,-100,-100,0,High,Normal,Normal,Normal, Normal,Sparkplug
37082,Mac White,CL,Long Island,Carolina,NYP,A-,22,0.5,2.5,0,0,0,0,75,101,70,95,0,0,51,74,80,83,47,74,78,83,0,0,0,0,-100,-100,0,Low,Low,Normal,Normal, Normal,Normal
37083,Bartolo Quintana,1B,Southern Maryland,Carolina,APP,R,22,0.5,0.5,0,0,5,-1,0,0,0,0,61,84,0,0,0,0,0,0,0,0,61,55,86,55,-100,-100,0,High,Normal,Normal,Normal, Normal,Unknown
37084,Bill Hogan,SP,-,-,-,-,21,0.5,0.5,0,0,0,0,22,62,1,41,0,0,0,12,39,53,-24,12,16,53,0,0,0,0,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unknown
37086,Jeffrey Flint,SP,South Carolina,Detroit,NYP,A-,22,1.0,1.0,0,1,0,0,64,73,55,68,0,0,41,51,48,74,35,51,44,74,0,0,0,0,-100,-100,0,High,Normal,Normal,Normal, High,Normal
37089,Bill Baker,3B,Orem,Los Angeles,APP,R,21,0.5,1.5,0,0,3,0,0,0,0,0,82,88,0,0,0,0,0,0,0,0,75,136,82,136,-100,-100,0,Low,Low,Low,High, Normal,Unmotivated
37090,Mario Romero,SP,Batavia,St. Louis,NYP,A-,21,1.5,2.5,0,0,0,0,66,85,51,76,0,0,45,49,61,78,31,49,55,78,0,0,0,0,-100,-100,0,Low,Low,Normal,Normal, Normal,Normal
37091,Su-yeong Carter,SP,Bowie,Baltimore,EL,AA,21,1.0,1.0,0,1,0,0,69,75,57,61,0,0,47,52,54,52,37,52,42,52,0,0,0,0,-100,-100,0,High,Normal,High,Low, Normal,Captain
37093,Carlos Cruz,DH,Yakima,Arizona,NWL,A-,22,1.5,2.0,0,0,2,0,0,0,0,0,72,83,0,0,0,0,0,0,0,0,72,0,83,0,-100,-100,0,Normal,Normal,High,Normal, Low,Normal
37094,Nicholas Lawrence,SP,-,-,-,-,21,0.5,0.5,0,0,0,0,21,57,3,37,0,0,-4,22,36,38,-24,22,16,38,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
37096,Paul Thomas,2B,Cleghorn,Milwaukee,APP,R,22,0.5,1.0,0,0,4,0,0,0,0,0,61,76,0,0,0,0,0,0,0,0,48,104,67,104,-100,-100,0,High,Normal,Normal,Low, Normal,Unknown
37099,Chris Brown,C,-,-,-,-,22,0.5,0.5,0,0,0,0,0,0,0,0,57,73,0,0,0,0,0,0,0,0,21,100,43,100,-100,-100,0,Low,High,Normal,Normal, Normal,Unknown
37100,Damon McCoy,CF,West Virginia,Montreal,APP,R,21,0.5,2.0,0,0,2,0,0,0,0,0,76,99,0,0,0,0,0,0,0,0,51,152,84,152,-100,-100,0,High,Normal,Normal,High, Normal,Normal
37101,Tom Perkins,SP,West Michigan,Detroit,MID,A,22,1.5,1.5,0,1,0,0,73,80,62,71,0,0,55,39,62,46,48,39,58,46,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Low,Normal
37102,Danny Carson,C,-,-,-,-,21,0.5,0.5,0,0,0,0,0,0,0,0,56,82,0,0,0,0,0,0,0,0,24,87,59,87,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unknown
37103,Mathew Brosnan,RP,-,-,-,-,21,0.5,0.5,0,0,0,0,31,76,17,62,0,0,7,27,53,71,-8,27,37,71,0,0,0,0,-100,-100,0,Normal,Low,Normal,High, Normal,Unknown
37104,Dustin Jenkins,RP,Kane County,Oakland,MID,A,22,0.5,0.5,0,1,0,0,74,74,63,63,0,0,55,42,55,42,48,42,48,42,0,0,0,0,-100,-100,0,Normal,Normal,Low,Normal, High,Normal
37105,Jarrod Perry,3B,-,-,-,-,22,0.5,1.0,0,0,0,0,0,0,0,0,43,76,0,0,0,0,0,0,0,0,29,124,70,124,-100,-100,0,High,Normal,High,Normal, High,Unknown
37106,Scott Lambert,CF,Mile High,Miami,GCL,R,21,0.5,1.5,0,0,-1,-2,0,0,0,0,84,87,0,0,0,0,0,0,0,0,69,135,73,135,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
37108,Dave Wiseman,3B,Charlestown,Detroit,GCL,R,22,0.5,1.5,0,0,1,0,0,0,0,0,72,86,0,0,0,0,0,0,0,0,62,135,80,135,-100,-100,0,Low,Normal,Normal,Normal, Low,Normal
37109,John Cunningham,3B,GCL,Pittsburgh,GCL,R,22,0.5,1.5,0,0,1,0,0,0,0,0,62,80,0,0,0,0,0,0,0,0,57,108,79,108,-100,-100,0,Low,Low,Normal,Normal, Normal,Normal
37113,Chris Sánchez,RP,Thunder Bay,Miami,NYP,A-,22,0.5,3.0,0,1,0,0,74,105,72,105,0,0,46,94,75,135,44,94,74,135,0,0,0,0,0.0,0.0,0,Normal,Normal,Normal,Normal, Normal,Normal
37115,Mike Lane,1B,-,-,-,-,21,0.5,0.5,0,0,1,0,0,0,0,0,32,74,0,0,0,0,0,0,0,0,26,73,73,73,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
37116,George Jackson,CF,NWL,Los Angeles,NWL,A-,22,1.0,1.5,0,0,2,0,0,0,0,0,75,86,0,0,0,0,0,0,0,0,64,118,79,118,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unmotivated
37117,Pete Hale,2B,Lakewood,Philadelphia,SOU,A,21,0.5,2.0,0,0,4,0,0,0,0,0,85,94,0,0,0,0,0,0,0,0,72,127,83,127,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
37118,Joel Smith,RF,Southern Maryland,Carolina,APP,R,21,0.5,1.0,0,0,0,0,0,0,0,0,46,69,0,0,0,0,0,0,0,0,40,102,67,102,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unknown
37119,Dave McFadyen,CF,Hickory,Texas,SOU,A,21,1.5,2.0,0,0,1,0,0,0,0,0,83,91,0,0,0,0,0,0,0,0,69,132,81,132,-100,-100,0,Normal,Normal,Normal,Low, High,Humble
37120,Jim Runze,SP,NWL,Los Angeles,NWL,A-,27,1.0,1.0,0,0,0,0,58,66,42,54,0,0,39,24,46,42,27,24,36,42,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Low,Normal
37121,Don Hayes,CF,Ogden,Los Angeles,APP,R,21,0.5,1.5,0,0,0,0,0,0,0,0,76,86,0,0,0,0,0,0,0,0,56,138,71,138,-100,-100,0,Low,Normal,Normal,Normal, Normal,Normal
37122,Will Corona,C,-,-,-,-,21,0.5,0.5,0,0,0,0,0,0,0,0,61,78,0,0,0,0,0,0,0,0,25,104,48,104,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unknown
37123,Paul Duncan,SP,-,-,-,-,21,0.5,0.5,0,0,0,0,24,49,5,28,0,0,1,18,27,32,-20,18,5,32,0,0,0,0,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unknown
37124,Pie-qi Liu,SP,Bowling Green,Tampa Bay,MID,A,25,1.5,1.5,-1,1,0,0,65,79,50,65,0,0,47,29,61,42,36,29,51,42,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Low, Normal,Normal
37126,Rich Corriden,RF,NWL,Cincinnati,NWL,A-,21,0.5,0.5,0,0,2,-3,0,0,0,0,65,71,0,0,0,0,0,0,0,0,61,110,68,110,-100,-100,0,Low,Low,Low,High, Low,Selfish
37127,Nathan Carter,3B,Dayton,Cincinnati,MID,A,22,1.5,2.5,0,0,2,0,0,0,0,0,82,105,0,0,0,0,0,0,0,0,73,142,102,142,-100,-100,0,Low,Low,Normal,Normal, Normal,Unmotivated
37128,Kris Clark Jr.,CF,Shaker Heights,Colorado,APP,R,22,0.5,1.5,0,0,2,0,0,0,0,0,64,87,0,0,0,0,0,0,0,0,38,143,70,143,-100,-100,0,Low,Normal,Low,High, Low,Unknown
37129,Will Martin,CF,Mahoning Valley,Cleveland,NYP,A-,21,0.5,1.5,0,0,1,0,0,0,0,0,83,90,0,0,0,0,0,0,0,0,76,115,86,115,-100,-100,0,High,Normal,Normal,Normal, Normal,Normal
37130,Ken Hopkins,CL,Williamsport,Philadelphia,NYP,A-,22,0.5,3.0,1,2,0,0,0,0,80,108,0,0,0,0,0,0,58,83,78,135,0,0,0,0,-100,-100,0,Low,Normal,Normal,Normal, Normal,Normal
37131,Melvin Hammond,SP,-,-,-,-,22,0.5,0.5,-2,0,0,0,36,50,14,30,0,0,13,27,26,45,-11,27,4,45,0,0,0,0,-100,-100,0,Normal,High,Low,High, Low,Unknown
37132,Gerardo Vásquez,SP,-,-,-,-,22,0.5,0.5,0,0,0,0,28,45,10,23,0,0,6,12,25,16,-12,12,4,16,0,0,0,0,-100,-100,0,High,High,Normal,Normal, Normal,Unknown
37133,Tim Crane,C,Oakland,Oakland,PBL,MLB,27,2.0,2.0,0,0,0,0,0,0,0,0,92,92,0,0,0,0,0,0,0,0,73,87,73,87,1.4,0.0,2,Normal,Low,High,Normal, Normal,Normal
37134,Greg Daniel,3B,-,-,-,-,18,0.5,1.0,0,0,0,0,0,0,0,0,32,75,0,0,0,0,0,0,0,0,19,107,73,107,-100,-100,0,Low,Low,Normal,High, Normal,Unknown
37135,Clint Paul,SP,Eugene,San Diego,NWL,A-,24,1.5,1.5,3,3,0,0,84,84,74,74,0,0,64,57,64,57,58,57,58,57,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
37137,Robin King,SP,Arizona,Arizona,PBL,MLB,23,2.5,4.5,1,2,0,0,103,121,100,123,0,0,80,93,93,140,81,93,96,140,0,0,0,0,0.0,2.5,0,Normal,Normal,Normal,Normal, Normal,Normal
37138,Aaron Collins,CL,Portland,Boston,EL,AA,24,0.5,1.5,0,0,0,0,0,0,93,106,0,0,0,0,0,0,71,94,80,121,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Low,Normal
37140,Enrique De Los Santos,SS,-,-,-,-,21,0.5,1.5,0,0,1,0,0,0,0,0,65,71,0,0,0,0,0,0,0,0,37,155,45,155,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
37141,Mitchell Hilson,RP,Great Falls,Chicago,NWL,A-,21,0.5,2.0,1,3,0,0,68,93,63,92,0,0,43,71,68,94,39,71,69,94,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
37144,Paul Griffin,1B,Greeneville,Houston,APP,R,21,0.5,2.0,0,0,2,0,0,0,0,0,78,94,0,0,0,0,0,0,0,0,77,79,95,79,-100,-100,0,High,Normal,High,Low, Normal,Captain
37145,Jerry Pagliaroni,SP,Bristol,Chicago,APP,R,22,0.5,2.5,0,1,0,0,55,96,43,95,0,0,33,39,70,105,23,39,71,105,0,0,0,0,-100,-100,0,Normal,High,Normal,Normal, Normal,Unknown
37146,Larry Gray,CF,Mile High,Miami,GCL,R,21,0.5,1.5,0,0,1,0,0,0,0,0,80,88,0,0,0,0,0,0,0,0,65,133,76,133,-100,-100,0,Normal,Normal,Normal,High, Normal,Normal
37147,Matt Burford,RP,Aberdeen,Baltimore,NYP,A-,19,0.5,2.0,-1,1,0,0,38,99,24,92,0,0,15,27,78,82,1,27,75,82,0,0,0,0,-100,-100,0,Normal,Low,Normal,Normal, Normal,Unknown
37148,Joe Downing,RP,Ottawa,Montreal,EL,AA,21,0.5,2.0,1,1,0,0,68,95,56,87,0,0,46,51,72,82,36,51,68,82,0,0,0,0,-100,-100,0,Normal,Low,Normal,Normal, High,Outspoken
37149,Christian McLaughlin,SP,-,-,-,-,21,0.5,0.5,0,1,0,0,27,42,11,32,0,0,3,22,17,47,-13,22,5,47,0,0,0,0,-100,-100,0,Normal,Normal,High,Normal, Normal,Unknown
37150,Reed Clemons,RP,-,-,-,-,21,0.5,0.5,0,0,0,0,25,69,9,55,0,0,-2,34,44,71,-20,34,29,71,0,0,0,0,-100,-100,0,Low,High,Normal,Normal, Normal,Unknown
37152,Andrew Davis,RP,Pulaski,Seattle,APP,R,25,0.5,1.0,3,0,0,0,56,91,50,90,0,0,32,51,66,94,28,51,68,94,0,0,0,0,-100,-100,0,Normal,Normal,High,Normal, Normal,Normal
37153,Enrico Martínez,C,West Michigan,Detroit,MID,A,22,0.5,2.0,0,0,0,0,0,0,0,0,92,102,0,0,0,0,0,0,0,0,58,129,71,129,-100,-100,0,Low,Normal,Normal,Normal, High,Normal
37154,Miguel Alba,RP,Norfolk,Baltimore,IL,AAA,22,1.0,1.5,0,2,0,0,89,89,84,84,0,0,68,71,68,71,67,71,67,71,0,0,0,0,-100,-100,0,Low,Low,Normal,Normal, Normal,Unmotivated
37156,Will Vincent,RP,Orem,Los Angeles,APP,R,21,0.5,1.5,0,1,0,0,40,89,24,80,0,0,19,21,65,83,4,21,58,83,0,0,0,0,-100,-100,0,Normal,Low,Normal,Normal, Low,Unknown
37157,Tony Flores,CF,Lansing,Toronto,MID,A,21,0.5,1.5,0,0,1,0,0,0,0,0,77,85,0,0,0,0,0,0,0,0,60,133,72,133,-100,-100,0,High,High,Low,High, Low,Selfish
37159,Joseph Richardson,SP,Great Falls,Chicago,NWL,A-,22,0.5,1.5,0,0,0,0,61,80,52,71,0,0,40,40,60,56,35,40,55,56,0,0,0,0,-100,-100,0,Normal,Normal,Normal,High, Normal,Normal
37160,Jim Stephenson,RP,Lansing,Toronto,MID,A,22,0.5,2.0,0,0,0,0,54,94,44,98,0,0,32,37,66,108,25,37,73,108,0,0,0,0,-100,-100,0,Low,Low,Normal,Normal, Normal,Unmotivated
37161,Richard Jackson,SP,Burlington,Kansas City,MID,A,22,1.5,3.0,4,0,0,0,70,105,67,104,0,0,47,64,79,110,46,64,81,110,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
37162,Thomas Gray,CF,Schenectady,Colorado,NWL,A-,22,0.5,1.5,0,0,1,0,0,0,0,0,72,88,0,0,0,0,0,0,0,0,55,130,77,130,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
37164,Carl Nixon,SP,Chattanooga,Los Angeles,SL,AA,24,1.5,2.5,0,0,0,0,70,89,54,72,0,0,50,45,70,56,36,45,56,56,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, High,Normal
37166,Jerry Mendoza,CF,Great Falls,Chicago,NWL,A-,21,1.5,2.0,0,0,1,0,0,0,0,0,76,91,0,0,0,0,0,0,0,0,58,133,80,133,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
37167,José Garza,SS,Twin Peaks,Texas,NWL,A-,21,1.5,2.5,0,0,1,0,0,0,0,0,84,105,0,0,0,0,0,0,0,0,62,158,92,158,-100,-100,0,High,Normal,Normal,High, Normal,Sparkplug
37168,Lúcio Silva,SS,-,-,-,-,21,0.5,1.5,0,0,0,0,0,0,0,0,54,76,0,0,0,0,0,0,0,0,31,131,63,131,-100,-100,0,Low,Normal,Low,High, Low,Unknown
37170,Jeremy Davis,SP,Greeneville,Houston,APP,R,21,0.5,2.5,0,2,0,0,40,99,26,95,0,0,19,19,76,93,7,19,75,93,0,0,0,0,-100,-100,0,Normal,Normal,Normal,High, Normal,Unknown
37171,Luis Valdéz,2B,Los Angeles,Los Angeles,PBL,MLB,22,2.0,2.5,0,0,1,0,0,0,0,0,95,104,0,0,0,0,0,0,0,0,83,133,94,133,-0.1,0.0,0,Normal,Normal,High,Normal, Normal,Normal
37172,Tom Brown,SS,Great Lakes,Los Angeles,MID,A,22,0.5,2.0,0,0,0,0,0,0,0,0,78,86,0,0,0,0,0,0,0,0,65,131,76,131,-100,-100,0,High,Normal,Low,Low, High,Humble
37173,Billy Johnson,SS,-,-,-,-,22,0.5,0.5,0,0,0,0,0,0,0,0,43,57,0,0,0,0,0,0,0,0,28,100,48,100,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unknown
37174,Brian Robertson,SS,-,-,-,-,21,0.5,2.0,0,0,0,0,0,0,0,0,65,89,0,0,0,0,0,0,0,0,39,148,74,148,-100,-100,0,Low,Normal,Normal,High, Normal,Unknown
37175,Tony Erickson,SP,-,-,-,-,22,0.5,0.5,2,1,0,0,24,59,5,36,0,0,1,16,40,31,-20,16,16,31,0,0,0,0,-100,-100,0,Normal,High,High,Low, Low,Unknown
37176,Bill Williams,C,-,-,-,-,22,0.5,1.5,0,0,0,1,0,0,0,0,55,86,0,0,0,0,0,0,0,0,24,83,65,83,-100,-100,0,Normal,Normal,Normal,Low, Normal,Unknown
37177,Terry Bush,SP,Bridgeport,Montreal,NYP,A-,21,0.5,1.5,0,0,0,0,61,85,45,77,0,0,39,42,63,71,24,42,58,71,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
37178,J.J. Barry,SP,-,-,-,-,21,0.5,1.0,0,2,0,0,33,62,16,48,0,0,10,25,37,63,-8,25,21,63,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
37179,Reese Holland,3B,Mahoning Valley,Cleveland,NYP,A-,21,1.0,2.0,0,0,2,0,0,0,0,0,84,93,0,0,0,0,0,0,0,0,74,151,85,151,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Normal
37180,Brian McSimon,3B,Las Vegas,Toronto,PCL,AAA,22,2.0,3.0,0,0,1,0,0,0,0,0,94,102,0,0,0,0,0,0,0,0,90,133,101,133,-100,-100,0,Normal,High,Normal,Normal, Normal,Normal
37181,Dan Castro,RP,Houston,Houston,PBL,MLB,24,3.0,3.5,0,1,0,0,106,111,105,112,0,0,81,107,85,121,82,107,87,121,0,0,0,0,0.0,-0.5,0,Normal,Normal,Normal,Normal, Normal,Normal
37183,Jeremy May,RP,Norfolk,Baltimore,IL,AAA,21,0.5,2.0,-1,1,0,0,77,97,68,92,0,0,54,71,70,108,45,71,65,108,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Low,Normal
37185,Paul Suárez,SP,-,-,-,-,18,0.5,0.5,0,0,0,0,14,46,-7,24,0,0,-11,14,22,44,-35,14,-4,44,0,0,0,0,-100,-100,0,Low,Normal,Normal,Normal, High,Unknown
37187,Clarence Wilson,1B,Point Place,Texas,GCL,R,22,0.5,0.5,0,0,2,0,0,0,0,0,49,87,0,0,0,0,0,0,0,0,46,67,88,67,-100,-100,0,Normal,Normal,Normal,Low, Normal,Unknown
37189,James Lewis,SS,-,-,-,-,22,0.5,2.0,0,0,1,0,0,0,0,0,60,87,0,0,0,0,0,0,0,0,32,149,70,149,-100,-100,0,High,Normal,Normal,Low, Normal,Unknown
37190,José Arredondo,RF,-,-,-,-,21,0.5,0.5,0,0,0,0,0,0,0,0,39,58,0,0,0,0,0,0,0,0,31,106,53,106,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unknown
37191,Andy Hancock,RP,Point Place,Texas,GCL,R,22,0.5,2.0,1,1,0,0,0,0,30,79,0,0,0,0,0,0,11,24,60,71,0,0,0,0,-100,-100,0,High,Normal,Normal,Low, High,Unknown
37194,Alfredo Silva,3B,West Virginia,Montreal,APP,R,22,0.5,1.5,0,0,2,-1,0,0,0,0,60,82,0,0,0,0,0,0,0,0,52,115,80,115,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unknown
37195,Francisco Meléndez,RP,Brooklyn,New York,NYP,A-,22,0.5,1.5,-1,4,0,0,77,89,79,97,0,0,49,94,53,151,53,94,58,151,0,0,0,0,-100,-100,0,Normal,Normal,High,High, Normal,Normal
37196,Ben Williams,SP,Greenville,Boston,SOU,A,22,1.0,1.0,0,0,0,0,62,73,42,51,0,0,44,24,57,27,27,24,37,27,0,0,0,0,-100,-100,0,Low,Normal,Normal,Normal, Low,Unmotivated
37197,Zuleide Mourinha,LF,-,-,-,-,27,1.5,1.5,0,0,1,1,0,0,0,0,95,95,0,0,0,0,0,0,0,0,99,72,99,72,-100,-100,0,Low,Normal,Low,High, Normal,Unmotivated
37198,David Qualb,RP,-,-,-,-,22,0.5,0.5,1,0,0,0,47,60,35,48,0,0,23,43,36,54,11,43,25,54,0,0,0,0,-100,-100,0,Normal,High,Normal,Normal, High,Unknown
37199,Hamilton Garrison,RP,Cedar Rapids,Los Angeles,MID,A,24,0.5,2.0,0,-1,0,0,0,0,71,89,0,0,0,0,0,0,49,74,69,83,0,0,0,0,-100,-100,0,Low,Normal,Normal,Normal, Low,Normal
